budget,revenue,popularity,runtime,vote_average,title,genres,primary_genre,success,profit,roi
52592034,40149749,79.15973754398118,150,5.891917120958436,Movie 450,Action,Action,0,-12442285,-23.65811712093128
54386038,32029415,75.06792181238087,102,7.536025450644463,Movie 451,Romance,Romance,0,-22356623,-41.107283821630844
58351079,103365915,56.56431212941748,120,5.713884210308013,Movie 452,,,1,45014836,77.14482194922222
166748531,244951604,25.37817193608941,172,3.2590217451776486,Movie 453,Adventure,Adventure,1,78203073,46.89880776221051
34266319,56706212,42.931243683197735,159,4.857604470513,Movie 454,Science Fiction,Science Fiction,1,22439893,65.48673348893998
165720908,493677782,79.56349479934136,107,4.920660846035407,Movie 455,Science Fiction,Science Fiction,1,327956874,197.8971017947838
138597297,405656948,4.14606995137512,127,8.030117424294096,Movie 456,Horror,Horror,1,267059651,192.6874887033331
71009467,202788017,78.42302615711206,117,6.925379867999246,Movie 457,Thriller,Thriller,1,131778550,185.57884683178935
117372585,288690395,24.76700330826908,110,4.652579421836837,Movie 458,Science Fiction,Science Fiction,1,171317810,145.96066875412174
45910237,63682245,15.2866108714387,93,8.806439727954515,Movie 459,Animation,Animation,1,17772008,38.71033817577548
177383634,271455022,12.454430499849911,176,4.929250994387228,Movie 460,Adventure,Adventure,1,94071388,53.032732433478046
195073232,365575061,3.697751183130696,152,8.989404154972322,Movie 461,,,1,170501829,87.40401092037067
103310007,266161304,52.83506203692384,170,8.97698215902158,Movie 462,Romance,Romance,1,162851297,157.63361336332113
90473854,60778713,22.60772739667922,167,4.147263106480451,Movie 463,Comedy,Comedy,0,-29695141,-32.821792912679506
7319707,11424175,98.95374481218352,156,4.876446697130401,Movie 464,Adventure,Adventure,1,4104468,56.07421171366559
69532150,49127534,57.86923883134837,169,5.916265190907925,Movie 465,Romance,Romance,0,-20404616,-29.345584740296392
4695961,8390010,14.650641666245033,108,6.984604026887346,Movie 466,Science Fiction,Science Fiction,1,3694049,78.66438839675202
109880612,301869737,69.18749154032517,130,6.168284694022796,Movie 467,Thriller,Thriller,1,191989125,174.72520538928197
109011636,267755722,89.8766130844628,128,8.816648814793542,Movie 468,Adventure,Adventure,1,158744086,145.62123074641315
79911293,85473601,74.77277004159183,122,7.343934985414149,Movie 469,Romance,Romance,1,5562308,6.960603177826193
101846358,299425962,8.567546242905319,171,4.272269096297847,Movie 470,Action,Action,1,197579604,193.99771172966246
37396424,81089508,89.6925339380733,171,3.6305853012818297,Movie 471,Thriller,Thriller,1,43693084,116.83759923141315
5294539,2785294,79.5990092001365,151,7.13040774425614,Movie 472,Horror,Horror,0,-2509245,-47.393078037577965
146826804,167167266,16.672086110455822,166,3.950714641084578,Movie 473,Action,Action,1,20340462,13.853371077940238
173716665,200083944,6.12680298454887,172,7.726061042014525,Movie 474,Comedy,Comedy,1,26367279,15.178324428459412
136021056,91560637,56.17374695611654,84,4.866220003562022,Movie 475,,,0,-44460419,-32.686423931306635
21840174,63327032,16.447545322657714,121,4.961359578333639,Movie 476,Science Fiction,Science Fiction,1,41486858,189.95662763492635
2043233,3464584,83.62450430693194,86,3.064790354337072,Movie 477,Action,Action,1,1421351,69.56382360699929
135747253,371884553,36.4751310104957,121,7.206067602570244,Movie 478,Comedy,Comedy,1,236137300,173.95364899207206
117376111,153239062,91.37635202892096,115,3.6796185183881143,Movie 479,Thriller,Thriller,1,35862951,30.553875651920347
152171559,123728248,57.00312904195957,106,7.637283464781109,Movie 480,Thriller,Thriller,0,-28443311,-18.691607805634693
129565108,218426077,19.084566039727147,137,5.951206931503241,Movie 481,Adventure,Adventure,1,88860969,68.58402726758813
57996736,45521150,14.820287868620207,125,7.705678889727414,Movie 482,Animation,Animation,0,-12475586,-21.510841575636256
75583311,129628307,58.07077131821764,145,6.503559235186447,Movie 483,Comedy,Comedy,1,54044996,71.50387471117797
72709884,203641695,76.42647757438195,104,3.4945996321139443,Movie 484,Adventure,Adventure,1,130931811,180.0742949885603
138917119,250317584,78.36905912647603,152,7.593914020231098,Movie 485,Science Fiction,Science Fiction,1,111400465,80.19203522353497
183704988,374987681,28.299983039686847,106,3.4187969093684982,Movie 486,,,1,191282693,104.12493154513585
192555830,171682025,21.22042913230458,80,5.8722103234159935,Movie 487,Thriller,Thriller,0,-20873805,-10.84039106995618
16192217,9866550,2.658874144745859,166,4.03409528486978,Movie 488,Animation,Animation,0,-6325667,-39.06609576687367
187713743,145857314,68.24071596891577,153,7.51401106786731,Movie 489,Action,Action,0,-41856429,-22.2980099011717
145510386,290486594,8.580257584920359,121,8.46954736683676,Movie 490,Science Fiction,Science Fiction,1,144976208,99.63289355853952
34698788,25591371,42.655358974826655,131,6.324756980149646,Movie 491,Drama,Drama,0,-9107417,-26.2470752580753
62819576,90459072,60.56653423781131,104,6.162883765795083,Movie 492,Comedy,Comedy,1,27639496,43.99822119143243
127184732,238500606,93.77378554704802,133,7.583779177953708,Movie 493,,,1,111315874,87.52298507025199
126838555,186659675,31.86841155862109,146,3.030472877854363,Movie 494,Science Fiction,Science Fiction,1,59821120,47.16319891849919
198579844,180550681,25.72744408220546,85,8.506551855810965,Movie 495,Comedy,Comedy,0,-18029163,-9.079049835490856
136965742,162232944,65.76185527432375,137,4.18469290254679,Movie 496,Adventure,Adventure,1,25267202,18.447826172474574
175928880,496259099,62.30466417330459,149,8.904713302957424,Movie 497,Action,Action,1,320330219,182.07938287335202
185514285,406268063,33.87886854750433,132,7.417523687762773,Movie 498,Horror,Horror,1,220753778,118.99556845447239
181433853,315716603,92.88208171546889,145,7.645506886204027,Movie 499,Romance,Romance,1,134282750,74.01195960932384
70397491,37436486,84.64137042147364,137,6.937217882241639,Movie 500,Romance,Romance,0,-32961005,-46.821278048105434
158512907,472533078,23.174272040643032,161,5.829979096710962,Movie 501,Horror,Horror,1,314020171,198.10384967578696
74706383,162758115,24.675111998017798,166,6.429766160166993,Movie 502,Thriller,Thriller,1,88051732,117.86373327698116
152759065,197411485,51.71773434182098,81,3.2784173160907537,Movie 503,Science Fiction,Science Fiction,1,44652420,29.230618817940524
58399769,157572601,77.58363807134131,155,6.743757056592086,Movie 504,Horror,Horror,1,99172832,169.81716485899113
155497574,178212512,5.359997559457975,101,6.756588611922281,Movie 505,Science Fiction,Science Fiction,1,22714938,14.60790507252544
146188451,271916578,69.64018021973595,116,8.347204784410856,Movie 506,Horror,Horror,1,125728127,86.0041447460169
117710653,246036088,65.1753538408276,99,6.033938144581317,Movie 507,Horror,Horror,1,128325435,109.01769018306271
107402148,113057776,23.916529495385834,103,3.4628662445163663,Movie 508,Adventure,Adventure,1,5655628,5.265842541622166
101952086,300350151,68.45394831089352,163,4.837175522892487,Movie 509,Adventure,Adventure,1,198398065,194.59931893889842
51018037,120937224,94.07813593395618,144,6.933776472685905,Movie 510,Action,Action,1,69919187,137.04797579726556
44351876,84026095,5.631798652205084,144,4.435553176508783,Movie 511,,,1,39674219,89.45330519953654
51166883,48684598,32.64555347391419,160,4.683166931132406,Movie 512,Thriller,Thriller,0,-2482285,-4.851350823930392
195579233,124123483,44.37949494996917,80,7.922814098165121,Movie 513,Horror,Horror,0,-71455750,-36.535448525866755
47787763,62131240,90.02677553354427,173,6.505918390576254,Movie 514,Comedy,Comedy,1,14343477,30.01495801341444
66732489,159021408,96.26388321430652,82,6.051164590641435,Movie 515,Adventure,Adventure,1,92288919,138.29683319619625
4693305,5506787,44.9674094031369,125,4.910711800834826,Movie 516,Animation,Animation,1,813482,17.33281770522052
14470137,26753699,75.25281280207693,134,7.3855682155982,Movie 517,Drama,Drama,1,12283562,84.8890511541114
5466271,12681026,53.634441352683815,154,4.726310606940176,Movie 518,,,1,7214755,131.98677855525276
189934912,146223155,54.24051053939628,167,7.4223811058650515,Movie 519,Comedy,Comedy,0,-43711757,-23.01407178897158
170124855,376527991,28.531851991569287,165,3.420608881604652,Movie 520,Thriller,Thriller,1,206403136,121.32450370053218
145713028,106323477,22.478668340524077,143,8.187248049492503,Movie 521,Drama,Drama,0,-39389551,-27.032278129584952
163927107,477490869,29.512529246480074,124,5.997398780255597,Movie 522,Drama,Drama,1,313563762,191.28243506426304
35654999,61361730,56.07647271845085,105,5.63104810019382,Movie 523,Horror,Horror,1,25706731,72.09853238251388
28451727,24943352,3.8863634161868106,156,6.666140469251547,Movie 524,Science Fiction,Science Fiction,0,-3508375,-12.33097379290895
75815222,102802339,90.81764549128415,144,6.745152437377623,Movie 525,Science Fiction,Science Fiction,1,26987117,35.59590843115911
29997889,46002996,16.472087245427844,103,3.792211061339973,Movie 526,Thriller,Thriller,1,16005107,53.35411101761194
114865200,275155282,22.78877901026727,153,7.53740153889728,Movie 527,,,1,160290082,139.5462524768163
100967871,238138727,52.30934146831699,114,4.655569787700378,Movie 528,,,1,137170856,135.85594569979594
49978079,101448066,71.30136186739065,103,8.429771281019484,Movie 529,Drama,Drama,1,51469987,102.98512473838781
12726298,9733413,10.477176419695333,107,7.907103980488995,Movie 530,Horror,Horror,0,-2992885,-23.517326091216788
56723671,49855763,32.45177505716906,179,5.077596249208491,Movie 531,,,0,-6867908,-12.10765784182057
57564401,42274852,96.89878595186136,159,7.846435759204287,Movie 532,Animation,Animation,0,-15289549,-26.560771474022633
47673570,92626502,26.971953711313624,95,5.138342995799425,Movie 533,Comedy,Comedy,1,44952932,94.29319432129795
79547323,214208698,31.99196436125154,138,3.605686089816244,Movie 534,Romance,Romance,1,134661375,169.28460936391286
16033888,25405716,83.81335057118531,160,8.771329432354248,Movie 535,Science Fiction,Science Fiction,1,9371828,58.45012762968034
90132960,81310785,5.97122873735507,133,6.91561209129264,Movie 536,,,0,-8822175,-9.787956592127896
196922610,373189182,46.99670371208811,158,5.73659715997555,Movie 537,Action,Action,1,176266572,89.51058083172877
35958762,90953392,38.58205968071535,95,5.386640109186238,Movie 538,Action,Action,1,54994630,152.93805164927537
18028708,42444629,32.34208923095646,94,4.948232005549584,Movie 539,Science Fiction,Science Fiction,1,24415921,135.42801292250115
5035851,13615062,29.28425981043169,177,8.888685572574776,Movie 540,Action,Action,1,8579211,170.36268547262418
48685442,58167187,10.04603638118051,90,3.808483590785445,Movie 541,Adventure,Adventure,1,9481745,19.475524120742296
35045504,34515779,32.16775710581324,144,4.88883035352341,Movie 542,Adventure,Adventure,0,-529725,-1.511534831971599
102750176,277378334,5.262187868851188,158,5.912985841695981,Movie 543,Action,Action,1,174628158,169.95412056520468
114751207,246015202,78.31542250079909,169,5.867997270325868,Movie 544,Adventure,Adventure,1,131263995,114.39007783159963
131355017,167782695,40.42455160184316,147,5.828198906447061,Movie 545,Adventure,Adventure,1,36427678,27.732231955784375
83396202,196470620,44.94647939967125,122,4.054702894982291,Movie 546,Science Fiction,Science Fiction,1,113074418,135.58701150443278
36610155,92909103,89.46586405856303,148,3.8695951626570033,Movie 547,Adventure,Adventure,1,56298948,153.7795947599785
103912284,211715625,66.14744340226085,178,4.52860551797172,Movie 548,Animation,Animation,1,107803341,103.7445592091884
30469068,67632503,1.797851230869859,92,8.487156922812336,Movie 549,Science Fiction,Science Fiction,1,37163435,121.97102648495846
117346891,168762403,94.3743074731672,89,3.678317807007061,Movie 550,Action,Action,1,51415512,43.814975890584094
165402782,305455796,24.47730213179341,154,7.544550620239949,Movie 551,Romance,Romance,1,140053014,84.67391679058942
10702701,19376147,11.653804291226026,161,7.545290358800228,Movie 552,Thriller,Thriller,1,8673446,81.03978612501648
79262145,207676289,77.04468965970734,177,7.858622423383574,Movie 553,Action,Action,1,128414144,162.01194656036623
168345404,437682891,50.5472542708051,120,8.319692933936132,Movie 554,Horror,Horror,1,269337487,159.99099506155807
138193970,356775534,43.943286035783736,129,4.578217065233582,Movie 555,Action,Action,1,218581564,158.17011697398954
104312086,55032869,25.700804888591435,166,4.347356815613378,Movie 556,Thriller,Thriller,0,-49279217,-47.242097142990694
38317456,90960418,55.199677496369546,150,5.793033999164878,Movie 557,Action,Action,1,52642962,137.38637032688183
132952729,318646605,28.16407591505616,138,4.590535012512217,Movie 558,Romance,Romance,1,185693876,139.66909697656527
28812615,63270977,90.2567175234197,118,7.405859933898645,Movie 559,Animation,Animation,1,34458362,119.5947053052977
45653148,109141229,22.305243493586087,82,6.815637460448602,Movie 560,Romance,Romance,1,63488081,139.0661625349472
140050905,364822233,88.5511598951196,155,8.24992612831591,Movie 561,Comedy,Comedy,1,224771328,160.49259231848592
100952217,169175486,56.38113714700834,86,3.4964298209224296,Movie 562,Horror,Horror,1,68223269,67.57976300807738
121794109,213763950,83.02032525562886,128,8.49050000014845,Movie 563,Drama,Drama,1,91969841,75.5125529100919
9454561,7675072,71.57175359023455,105,4.760091760020537,Movie 564,Comedy,Comedy,0,-1779489,-18.82148732236219
46932658,68683115,69.97281603223811,112,5.944166075561904,Movie 565,Animation,Animation,1,21750457,46.34397011991096
137815208,290571369,33.11023496181052,127,5.631668615637862,Movie 566,,,1,152756161,110.84129481559104
24151417,59195109,24.155796215748143,158,7.561869906626543,Movie 567,Horror,Horror,1,35043692,145.09994175497033
40673332,42423210,21.877736540398026,81,5.521999856591055,Movie 568,Action,Action,1,1749878,4.302273538838667
154917041,130836309,85.86197404889928,150,8.661318873896455,Movie 569,Action,Action,0,-24080732,-15.5442757262579
17934380,38695308,82.22225520564298,111,8.415203295831454,Movie 570,Horror,Horror,1,20760928,115.7605002235929
11617244,5863219,44.61677927321843,83,8.232966911817039,Movie 571,Science Fiction,Science Fiction,0,-5754025,-49.530034834423724
169303991,160149971,14.108056736149006,99,3.427549995889368,Movie 572,Romance,Romance,0,-9154020,-5.406854230624723
185451800,106204249,38.84297294576838,115,8.125548369323637,Movie 573,Science Fiction,Science Fiction,0,-79247551,-42.73215520151328
130195004,119416523,62.31500195955423,111,7.689812672659263,Movie 574,Drama,Drama,0,-10778481,-8.278720894697312
138587448,132115164,45.98591229351533,107,3.621077682036786,Movie 575,Comedy,Comedy,0,-6472284,-4.670180520244517
3640328,5348311,78.2387375798165,156,3.644485952617331,Movie 576,Thriller,Thriller,1,1707983,46.91838207985654
26856919,40441626,99.76465940288716,80,3.606982869105247,Movie 577,Horror,Horror,1,13584707,50.58177745555996
58658082,157535440,19.922076756440788,139,3.067995559226925,Movie 578,Animation,Animation,1,98877358,168.5656172665175
190613154,338390629,46.50543114629768,135,6.291805831167501,Movie 579,Drama,Drama,1,147777475,77.52742761918728
162566703,375287170,43.66740629016138,114,8.84036574861626,Movie 580,Adventure,Adventure,1,212720467,130.85119097236046
12552291,9544051,31.144760742146133,109,5.632108217398761,Movie 581,Comedy,Comedy,0,-3008240,-23.965664913281568
1070640,1138729,20.61145615530867,133,6.2445450113241385,Movie 582,,,1,68089,6.359654038705822
114442790,258338416,7.503519532476263,115,8.807818780619733,Movie 583,Thriller,Thriller,1,143895626,125.73585981257536
78498463,49611805,88.82481240514615,134,4.531093372645384,Movie 584,Romance,Romance,0,-28886658,-36.79901095643108
122562775,210378286,42.56502107094544,168,8.150821515589577,Movie 585,Comedy,Comedy,1,87815511,71.64941475908978
198193764,396074860,50.19265633150484,159,6.278342803270417,Movie 586,Animation,Animation,1,197881096,99.84224125235343
4741196,9507824,91.77726277189066,137,6.4168590879780645,Movie 587,Animation,Animation,1,4766628,100.53640473838246
20511512,11431722,77.85275727407884,162,5.059043143243701,Movie 588,Adventure,Adventure,0,-9079790,-44.26680002917386
175478184,229046411,13.919625147601238,144,6.3695061658014485,Movie 589,Animation,Animation,1,53568227,30.527001008854754
12720477,26601400,56.976576793166494,148,3.438855056869704,Movie 590,Comedy,Comedy,1,13880923,109.1226610448649
119338832,104123052,44.78297537543635,130,7.587861435684673,Movie 591,Animation,Animation,0,-15215780,-12.750066131031012
148435376,332278396,79.92389618529752,101,4.70812656926563,Movie 592,Comedy,Comedy,1,183843020,123.85391202161944
23558781,55712112,72.69902221358298,167,8.32564997696373,Movie 593,,,1,32153331,136.48130181268715
60946863,180093285,69.35016646919613,132,5.207104167644751,Movie 594,Drama,Drama,1,119146422,195.49229629751412
63784216,65353625,34.713938712509794,179,3.856944662921296,Movie 595,Adventure,Adventure,1,1569409,2.460497437171604
33425301,85663252,80.6914093095262,115,7.175289446210909,Movie 596,Comedy,Comedy,1,52237951,156.2826644403292
89146618,160530009,6.186738263891261,147,3.987468868281017,Movie 597,Horror,Horror,1,71383391,80.07414369886696
161996370,232247147,16.802865241784556,115,7.522083093257942,Movie 598,Romance,Romance,1,70250777,43.3656488722556
61995760,49964980,34.22670402481326,131,8.8086734184367,Movie 599,Adventure,Adventure,0,-12030780,-19.405810978041078
47547339,111202005,8.603936665858846,132,7.67731721277157,Movie 600,Drama,Drama,1,63654666,133.87640052790334
91372540,99563539,24.264433475934467,161,3.134695490587948,Movie 601,,,1,8190999,8.964398932108049
131489576,187840091,83.1849473167939,129,6.599314728316648,Movie 602,Drama,Drama,1,56350515,42.855499815437845
149791186,98316278,94.87690224121783,159,7.172464025818346,Movie 603,,,0,-51474908,-34.364443846515776
124637835,312020511,31.15563322164486,120,7.952749954777711,Movie 604,Adventure,Adventure,1,187382676,150.34172889797065
183128904,442525742,27.187064594894984,97,3.336013853634001,Movie 605,Horror,Horror,1,259396838,141.6471307008969
30264326,70638134,28.709372572396266,101,5.880646967713718,Movie 606,,,1,40373808,133.40395553497538
83896667,104754114,28.49418964773354,145,6.212225235830366,Movie 607,Action,Action,1,20857447,24.860876773567178
54953229,51309840,4.557088036411326,100,4.014749175865068,Movie 608,Comedy,Comedy,0,-3643389,-6.62998165221556
57294783,119968581,92.7647182867797,179,4.934698858263898,Movie 609,Thriller,Thriller,1,62673798,109.38831551207726
194363507,338273349,22.156116015462512,123,5.641330357536991,Movie 610,Thriller,Thriller,1,143909842,74.04159567876083
47977874,45369372,42.58040333405909,126,7.999258127746809,Movie 611,Comedy,Comedy,0,-2608502,-5.436885344273487
30365614,67253099,1.9590013913558064,118,8.576445396421242,Movie 612,Drama,Drama,1,36887485,121.47781698074671
90268367,268802594,85.93755400059067,108,6.770536973506037,Movie 613,Adventure,Adventure,1,178534227,197.78160714926858
48010676,113691631,73.3845771010368,133,5.369671116128773,Movie 614,,,1,65680955,136.8048952278864
126430852,297108199,94.7288474821966,169,4.524186106793916,Movie 615,Drama,Drama,1,170677347,134.9965964003786
186588834,536588788,78.37993244044351,164,8.892811106616904,Movie 616,Thriller,Thriller,1,349999954,187.5781880924343
172544971,173811609,32.05694469315446,96,8.89811998845815,Movie 617,Adventure,Adventure,1,1266638,0.7340915198276048
70426200,134786937,25.53946251411394,159,8.549861689410209,Movie 618,Action,Action,1,64360737,91.38749073498215
109352980,322494709,70.073914447776,139,7.714014899266916,Movie 619,Adventure,Adventure,1,213141729,194.91167867578918
11198499,10226864,37.04716472603944,110,4.95467726247371,Movie 620,Horror,Horror,0,-971635,-8.67647530262761
38342772,86295389,57.05528655950904,152,7.902002900985784,Movie 621,Action,Action,1,47952617,125.06298970768206
179580630,352790702,1.6194896316205527,174,5.452758103627035,Movie 622,Romance,Romance,1,173210072,96.45253611149488
135415503,266253654,7.126684466367049,157,4.960638588930271,Movie 623,Romance,Romance,1,130838151,96.6197725529255
171158648,384110227,54.00142617698347,128,7.469192150797677,Movie 624,Adventure,Adventure,1,212951579,124.41765665267465
124291756,351005177,57.04109299836834,81,3.4779235657225374,Movie 625,Comedy,Comedy,1,226713421,182.40423041412336
158832377,390164562,75.39384150147502,127,3.2913763397739704,Movie 626,Horror,Horror,1,231332185,145.64548448456452
18310852,11725175,14.064566642772212,93,5.687722183087113,Movie 627,Action,Action,0,-6585677,-35.965977989445825
55564054,146234591,51.8051252919211,138,5.673832804932971,Movie 628,,,1,90670537,163.1820043224348
198206748,210862907,20.25031679873717,176,8.37386491838301,Movie 629,Animation,Animation,1,12656159,6.385332047322627
165991210,239406700,10.226415836706774,178,3.7569185777269007,Movie 630,Action,Action,1,73415490,44.22854077634592
79733130,131905071,41.639083611994906,137,3.739703564714477,Movie 631,Action,Action,1,52171941,65.43320323684772
134796590,229459517,17.170328160816666,137,3.884715602849407,Movie 632,Horror,Horror,1,94662927,70.22649979498739
78273675,124294760,22.95641584103954,130,3.178417567767616,Movie 633,Science Fiction,Science Fiction,1,46021085,58.79509937408714
3276360,9315947,32.43790340708067,163,3.43039042688945,Movie 634,Horror,Horror,1,6039587,184.33832057527255
50437769,114243943,26.679451673576427,81,6.959219200974234,Movie 635,Science Fiction,Science Fiction,1,63806174,126.50475083463743
106071545,220408886,9.671538443188693,120,5.589505974705055,Movie 636,Animation,Animation,1,114337341,107.792661076069
166883132,104236050,9.901708241110526,162,7.581618402528082,Movie 637,Animation,Animation,0,-62647082,-37.53949320653929
112586533,310714436,20.131692108182648,161,8.955586311489961,Movie 638,Comedy,Comedy,1,198127903,175.97833215096873
93800518,260153436,6.0053596079943565,95,6.954208086594008,Movie 639,Horror,Horror,1,166352918,177.34754727047456
58849484,144212582,63.01924494801579,83,3.3027334237207424,Movie 640,Action,Action,1,85363098,145.05326503797383
151652071,78491018,29.445344934381293,91,3.627377188526049,Movie 641,Science Fiction,Science Fiction,0,-73161053,-48.24269956722187
45079273,28995016,28.694850809138032,108,8.286024508888246,Movie 642,Romance,Romance,0,-16084257,-35.67993876032561
93992904,99920026,33.86783112953875,86,6.1649756673495695,Movie 643,Horror,Horror,1,5927122,6.30592496642087
41201137,34129930,66.61683114676244,93,7.94902295637444,Movie 644,,,0,-7071207,-17.162650147252005
73571674,110143422,87.19275426686556,91,8.139674017349556,Movie 645,Action,Action,1,36571748,49.70900621345112
81497273,228726794,76.1496063230082,178,8.566047248997116,Movie 646,Drama,Drama,1,147229521,180.6557637824274
93792001,157584732,73.0253937922844,84,8.698975232918194,Movie 647,Action,Action,1,63792731,68.01510823934763
81954884,43723468,48.95472737448408,160,6.3289547790198375,Movie 648,Action,Action,0,-38231416,-46.64934429045132
58235484,70282322,69.68675013977376,111,5.0461210335362034,Movie 649,Thriller,Thriller,1,12046838,20.6864220446764
96939748,59277421,55.72347443532473,153,8.771189246087992,Movie 650,Thriller,Thriller,0,-37662327,-38.85127388612564
197400549,116608266,22.40880229046636,122,6.284438436007352,Movie 651,Romance,Romance,0,-80792283,-40.928094379311986
81768647,97247421,21.65024840636402,160,3.3855163377276662,Movie 652,Romance,Romance,1,15478774,18.929962238460423
24020885,28561573,30.34280868065306,148,6.856659300359191,Movie 653,Thriller,Thriller,1,4540688,18.903083712361138
2286643,5643015,91.16946442601152,124,6.5261085023700645,Movie 654,Thriller,Thriller,1,3356372,146.78163578660946
42869822,125912381,55.19406919759286,88,8.374757237368236,Movie 655,Thriller,Thriller,1,83042559,193.7086629377654
141418374,201947946,73.65663232318508,128,6.919123134946875,Movie 656,Adventure,Adventure,1,60529572,42.8017734102925
127223660,200023226,35.309317221838214,112,5.094314546769308,Movie 657,Romance,Romance,1,72799566,57.22171960781509
15509187,40509586,41.3638612958573,179,8.797354354234923,Movie 658,Romance,Romance,1,25000399,161.19735354277435
162998627,190765043,13.430992285087886,179,7.809716915892201,Movie 659,Science Fiction,Science Fiction,1,27766416,17.0347545320121
6409861,5710894,17.958200824345365,97,6.782505710288126,Movie 660,,,0,-698967,-10.904557836745601
89825083,236484657,82.90829892778841,88,4.757551220418737,Movie 661,Science Fiction,Science Fiction,1,146659574,163.27240577111405
91197406,56200535,58.89902453719933,141,5.241241777885773,Movie 662,Romance,Romance,0,-34996871,-38.37485355668998
190695762,390783023,34.41571412249807,136,7.01981954457994,Movie 663,Adventure,Adventure,1,200087261,104.9248598403566
117595132,224016623,80.48226969055905,108,3.4318849107799303,Movie 664,Romance,Romance,1,106421491,90.49821126949371
13831595,18877376,25.405470658160315,157,4.540083549901581,Movie 665,Animation,Animation,1,5045781,36.48010948845741
76524262,98561244,97.62723716142018,104,7.283405600379588,Movie 666,Romance,Romance,1,22036982,28.797379320038395
135666073,329620303,35.13694316687081,94,5.880111059067725,Movie 667,Science Fiction,Science Fiction,1,193954230,142.9644314979177
77246546,55313279,34.39378446097153,85,5.414361388886581,Movie 668,Drama,Drama,0,-21933267,-28.393848185781668
16814828,18361132,31.879278648133816,121,3.908745734402487,Movie 669,Drama,Drama,1,1546304,9.196073846250465
49763532,116004855,13.089040076504505,108,5.651094206866396,Movie 670,Action,Action,1,66241323,133.11218142635053
130716977,244545511,12.00257758586923,158,7.6241518245614035,Movie 671,Romance,Romance,1,113828534,87.08014567992954
134833947,110559861,65.16239841887821,172,4.584077076431358,Movie 672,Horror,Horror,0,-24274086,-18.002948471129454
39538877,106966067,87.63668641124666,83,3.0323912531020643,Movie 673,Horror,Horror,1,67427190,170.5339026194396
74851335,111050908,79.26153051689568,161,7.011029406905897,Movie 674,Adventure,Adventure,1,36199573,48.36196041126053
45196734,116140733,14.969651808113758,136,8.835759626595316,Movie 675,,,1,70943999,156.9670919142078
104982440,259231305,55.012630057414576,128,6.640959381531498,Movie 676,Horror,Horror,1,154248865,146.92825295354157
90630668,186795572,11.45356305168736,123,3.719531153562781,Movie 677,Action,Action,1,96164904,106.10636125952419
106967805,185717805,5.484169717694667,159,4.924398554068039,Movie 678,Thriller,Thriller,1,78750000,73.6202822896104
109331512,322405192,65.98220007909195,154,8.20584968832134,Movie 679,Animation,Animation,1,213073680,194.88770995868052
173721659,149819761,53.98008103435468,93,4.395408445540971,Movie 680,Science Fiction,Science Fiction,0,-23901898,-13.758732294860252
154382256,357069070,9.120344835935615,82,6.6461754209856485,Movie 681,Science Fiction,Science Fiction,1,202686814,131.28893128754382
88580056,86629235,4.458985394192856,141,5.416027249523987,Movie 682,Science Fiction,Science Fiction,0,-1950821,-2.202325318015152
122848736,165312355,98.98588492752413,143,4.247062328517894,Movie 683,Science Fiction,Science Fiction,1,42463619,34.56577607766351
156030437,198431218,3.972111882758116,124,7.880441361388078,Movie 684,Science Fiction,Science Fiction,1,42400781,27.174685795438748
111477445,319671603,45.008297051965805,161,7.456987658794142,Movie 685,Drama,Drama,1,208194158,186.75899685357876
53203051,155267275,50.957283436161866,137,6.969546395755593,Movie 686,Science Fiction,Science Fiction,1,102064224,191.83904321577347
174519532,167109190,12.61073463224406,99,4.418019541612507,Movie 687,Drama,Drama,0,-7410342,-4.246139051071945
140066015,77748950,17.73711606553191,137,3.5871420162987,Movie 688,Animation,Animation,0,-62317065,-44.4912100911845
186370428,428655730,35.8286956346249,168,6.456955978955797,Movie 689,Adventure,Adventure,1,242285302,130.00200976090477
44750190,69137917,76.4059117451526,136,6.3220670012366,Movie 690,Action,Action,1,24387727,54.49748258052088
70334164,50788342,51.201159981966406,156,4.130310056009238,Movie 691,Horror,Horror,0,-19545822,-27.78994003540015
187404943,414049719,64.15228558074318,147,3.337480165891035,Movie 692,Science Fiction,Science Fiction,1,226644776,120.93852615189557
119975349,223485739,98.5322809539768,157,3.484250725163916,Movie 693,Thriller,Thriller,1,103510390,86.27638165903564
190475579,562149062,77.03253809600776,176,8.956625919076401,Movie 694,Comedy,Comedy,1,371673483,195.12920498853032
49518372,52911556,44.00178831598056,171,7.701503368457303,Movie 695,Science Fiction,Science Fiction,1,3393184,6.852373902760778
13842659,20901649,45.19775025785832,131,8.531924855791036,Movie 696,Animation,Animation,1,7058990,50.99446573089751
34978002,64931921,62.2584356270595,116,4.17032833341818,Movie 697,Drama,Drama,1,29953919,85.63644944614046
137590867,341122153,66.87115563347153,87,8.763411217940611,Movie 698,Drama,Drama,1,203531286,147.92499708574408
56553464,105873550,50.57038165783046,123,3.8559261088389727,Movie 699,Comedy,Comedy,1,49320086,87.20966411535817
100204497,203640629,64.84126105868302,177,6.054490971398827,Movie 700,Adventure,Adventure,1,103436132,103.2250398901758
178018926,189655601,3.329716946995778,84,7.978174106502384,Movie 701,Thriller,Thriller,1,11636675,6.536762838351244
19892008,52063289,43.53266352578757,148,5.098820127069477,Movie 702,Adventure,Adventure,1,32171281,161.72968058327746
